payroll_id,employee_id,pay_period,gross_pay,deductions,net_pay,overtime_hours,first_name,last_name,ssn,email,department_id,hire_date,salary,is_active,dept_id,dept_name,salary_monthly,net_pay_ratio,deduction_ratio,overtime_ratio,gross_vs_salary,anomaly_score,anomaly_decision
12,12,2026-02-28,4832.01,1047.89,3784.12,10,Hector,Campbell,630-93-0581,markwilliams@example.com,1.0,2023-06-08,53014,True,1.0,Sales,4417.833333333333,0.7831357964904874,0.2168642035095126,0.0625,1.0937510846191574,0,0.11345294224436825
13,13,2026-02-28,5302.42,1288.16,4014.26,0,Teresa,Franklin,005-25-5552,carmen91@example.com,1.0,2022-11-23,63629,True,1.0,Sales,5302.416666666667,0.7570618698631946,0.24293813013680546,0.0,1.0000006286441716,0,0.15575237469167957
14,14,2026-02-28,2608.33,536.47,2071.86,0,Lindsay,Dickerson,376-02-2237,dianalong@example.com,1.0,2023-08-28,31300,True,1.0,Sales,2608.3333333333335,0.7943243377946809,0.20567566220531913,0.0,0.9999987220447284,0,0.08447697626580652
15,15,2026-02-28,3110.44,524.75,2585.7,10,Marie,Owens,667-19-6736,prattdavid@example.net,2.0,2024-09-14,34126,True,2.0,Engineering,2843.8333333333335,0.8312971798202183,0.16870603515901286,0.0625,1.0937490476469554,1,-0.010696270186192569
16,16,2026-02-28,4297.08,783.65,3513.43,0,Tyler,Robinson,821-01-1420,josephstokes@example.net,2.0,2023-01-14,51565,True,2.0,Engineering,4297.083333333333,0.8176319733400356,0.18236802665996443,0.0,0.999999224280035,0,0.18786371215672099
17,17,2026-02-28,4083.97,659.49,3424.48,10,Kelsey,Jordan,216-04-0591,deanjohn@example.net,5.0,2021-05-01,44807,True,5.0,Operations,3733.9166666666665,0.8385174229977204,0.16148257700227966,0.0625,1.0937496373334523,0,0.04892932337925926
18,18,2026-02-28,5392.75,1138.2,4254.55,0,Allen,Gutierrez,040-74-9994,julierodriguez@example.org,5.0,2022-01-25,64713,True,5.0,Operations,5392.75,0.7889388530897965,0.21106114691020353,0.0,1.0,0,0.21598235053138837
19,19,2026-02-28,4227.25,837.48,3389.77,10,Patricia,Charles,501-36-9334,fowlerandrew@example.org,1.0,2022-04-30,46379,True,1.0,Sales,3864.9166666666665,0.8018853864805725,0.19811461351942752,0.0625,1.0937493262036697,0,0.09770162414260597
20,20,2026-02-28,3234.58,657.46,2577.13,0,Joy,Murphy,876-76-5840,wendydominguez@example.net,5.0,2026-01-12,38815,True,5.0,Operations,3234.5833333333335,0.7967433175249956,0.20325977406649395,0.0,0.9999989694705654,0,0.16177000912560197
21,21,2026-02-28,6832.0,1254.77,5577.23,0,Randy,Gutierrez,201-66-5202,rreid@example.com,2.0,2021-09-03,81984,True,2.0,Engineering,6832.0,0.8163392857142856,0.1836607142857143,0.0,1.0,0,0.14374992425926858
22,22,2026-02-28,4717.75,771.08,3946.67,0,Douglas,Harmon,403-32-5719,wendy86@example.org,5.0,2025-09-24,56613,True,5.0,Operations,4717.75,0.836557681097981,0.163442318902019,0.0,1.0,0,0.19138354043033923
23,23,2026-02-28,5084.33,794.87,4289.46,0,Tracey,Rasmussen,176-13-6825,randallallison@example.net,4.0,2026-02-26,61012,True,4.0,Finance,5084.333333333333,0.843662783493597,0.156337216506403,0.0,0.9999993443912674,0,0.16045110767872578
24,24,2026-02-28,3219.0,801.52,2417.48,0,Jack,Stevens,218-08-2237,lauracook@example.net,2.0,2025-08-11,38628,True,2.0,Engineering,3219.0,0.7510034172103137,0.24899658278968623,0.0,1.0,0,0.0988810016417509
25,25,2026-02-28,4319.5,787.17,3532.33,0,Donna,Bailey,135-82-5233,mackallen@example.org,4.0,2023-05-04,51834,True,4.0,Finance,4319.5,0.8177636300497743,0.1822363699502257,0.0,1.0,0,0.19941568445252839
26,26,2026-02-28,5861.2,1228.3,4632.9,15,Michael,Raymond,245-72-8689,denise29@example.net,5.0,2026-02-13,61663,True,5.0,Operations,5138.583333333333,0.7904354057189653,0.2095645942810346,0.09375,1.140625658822957,0,0.08344128924194472
27,27,2026-02-28,3895.12,946.33,2948.79,10,Robert,Anderson,750-44-3192,betty69@example.org,3.0,2025-05-18,42735,True,3.0,HR,3561.25,0.7570472796730268,0.24295272032697326,0.0625,1.0937507897507897,0,0.03919404014688521
28,28,2026-02-28,5982.36,1334.58,4647.77,10,Shane,Stout,695-65-0906,hornaaron@example.net,1.0,2025-12-22,65635,True,1.0,Sales,5469.583333333333,0.7769124559538377,0.22308587246504724,0.0625,1.0937505903862268,0,0.09873586483780517
29,29,2026-02-28,4647.53,1041.57,3605.96,10,Jessica,Jones,068-51-4765,rwells@example.com,2.0,2023-08-01,50990,True,2.0,Engineering,4249.166666666667,0.7758874068591274,0.22411259314087267,0.0625,1.0937509315552068,0,0.10131824189665312
30,30,2026-02-28,4635.33,961.59,3673.75,0,Kenneth,Hatfield,560-28-6340,kiaralove@example.org,4.0,2024-09-22,55624,True,4.0,Finance,4635.333333333333,0.7925541439336574,0.20744801341004848,0.0,0.9999992808859486,0,0.19674165666758936
31,31,2026-02-28,4446.95,1020.69,3426.26,5,Andrew,Murphy,532-54-0661,brittney67@example.com,3.0,2021-11-16,50974,True,3.0,HR,4247.833333333333,0.7704741452006432,0.2295258547993569,0.03125,1.0468748773884726,0,0.1160699276319016
32,32,2026-02-28,7315.33,1244.8,6070.54,0,Tonya,Gray,896-76-2756,timothy57@example.net,3.0,2022-07-17,87784,True,3.0,HR,7315.333333333333,0.8298381617780742,0.17016320521425554,0.0,0.9999995443360977,0,0.10620187205325599
33,33,2026-02-28,4983.08,829.01,4154.07,0,Christina,Nielsen,706-59-6315,ilawson@example.com,2.0,2024-02-19,59797,True,2.0,Engineering,4983.083333333333,0.833635020910762,0.16636497908923797,0.0,0.9999993310701206,0,0.1835556729682593
34,34,2026-02-28,3677.83,612.09,3065.74,0,Christina,Bishop,091-88-5038,ybarton@example.com,2.0,2025-02-27,44134,True,2.0,Engineering,3677.8333333333335,0.8335730580260642,0.16642694197393573,0.0,0.9999990936692799,0,0.15152243125452708
35,35,2026-02-28,6875.88,1634.53,5241.34,15,Michelle,Wolf,850-11-7574,holmesmichael@example.org,3.0,2025-06-13,72338,True,3.0,HR,6028.166666666667,0.762279155540818,0.23771939009988538,0.09375,1.1406253974397964,0,0.030408497885884733
36,36,2026-02-28,3473.92,657.42,2816.5,0,Stephanie,Moore,495-15-3454,angela88@example.net,1.0,2021-05-19,41687,True,1.0,Sales,3473.9166666666665,0.8107555729550479,0.1892444270449521,0.0,1.0000009595317485,0,0.15930678446105917
37,37,2026-02-28,5261.0,1218.76,4042.24,0,Sandra,Ramirez,168-75-7982,emmatravis@example.org,1.0,2023-03-28,63132,True,1.0,Sales,5261.0,0.7683406196540581,0.23165938034594183,0.0,1.0,0,0.18902300468031835
38,38,2026-02-28,2550.33,494.54,2055.79,0,Joseph,Joseph,592-93-6886,sarahwilliams@example.org,4.0,2022-01-15,30604,True,4.0,Finance,2550.3333333333335,0.8060878396129129,0.19391216038708717,0.0,0.9999986929813095,0,0.0682042080275167
39,39,2026-02-28,3339.75,626.85,2712.9,0,Meagan,Hall,855-10-2988,grayjodi@example.com,1.0,2025-11-23,40077,True,1.0,Sales,3339.75,0.8123063103525713,0.18769368964742872,0.0,1.0,0,0.16678349530637093
40,40,2026-02-28,5246.0,1029.62,4216.38,0,Stephen,Miller,061-27-7803,hnelson@example.net,3.0,2023-05-11,62952,True,3.0,HR,5246.0,0.8037323675181091,0.19626763248189094,0.0,1.0,0,0.20621283139735586
41,41,2026-02-28,5923.0,1066.96,4856.04,0,Cory,Evans,862-82-2947,tammy42@example.net,3.0,2024-02-03,71076,True,3.0,HR,5923.0,0.8198615566435927,0.18013844335640722,0.0,1.0,0,0.18843354853311006
42,42,2026-02-28,5702.99,1368.48,4334.52,10,Katherine,Woods,525-93-8016,yolandamejia@example.org,5.0,2023-11-29,62570,True,5.0,Operations,5214.166666666667,0.7600434158222267,0.23995833764393767,0.0625,1.0937490810292472,0,0.07637604924851882
43,43,2026-02-28,4855.42,914.71,3940.71,0,Kaitlin,Anderson,862-86-7867,ibeck@example.org,3.0,2026-02-05,58265,True,3.0,HR,4855.416666666667,0.8116105300880253,0.18838946991197467,0.0,1.000000686518493,0,0.20495735150529043
44,44,2026-02-28,5273.77,1286.71,3987.06,15,Tyler,Sutton,574-20-2036,lisa40@example.org,1.0,2022-01-28,55483,True,1.0,Sales,4623.583333333333,0.7560170428365286,0.2439829571634713,0.09375,1.1406239749112344,0,0.0526690822806517
45,45,2026-02-28,3447.32,790.82,2656.49,10,Joe,Roberts,654-18-0157,rodriguezelizabeth@example.com,4.0,2024-02-14,37822,True,4.0,Finance,3151.8333333333335,0.7705957091305708,0.22940139006532612,0.0625,1.0937507270900535,0,0.03068270876856727
46,46,2026-02-28,4100.17,869.27,3230.9,0,Kristin,Norman,260-51-2663,david48@example.com,5.0,2023-03-10,49202,True,5.0,Operations,4100.166666666667,0.7879917174165949,0.21200828258340507,0.0,1.0000008129750824,0,0.20398151653427243
47,47,2026-02-28,5046.32,914.25,4132.06,15,Alexander,Smith,329-85-6156,ebony19@example.org,1.0,2023-12-15,53090,True,1.0,Sales,4424.166666666667,0.818826392301717,0.18117162605621523,0.09375,1.1406261066114145,0,0.07457258778098486
48,48,2026-02-28,6321.33,1105.28,5216.06,0,Frank,Clark,458-94-5258,smithsamantha@example.com,4.0,2023-01-15,75856,True,4.0,Finance,6321.333333333333,0.825152301809904,0.17484928013566764,0.0,0.9999994726850876,0,0.14855486701595833
49,49,2026-02-28,5429.5,1218.35,4211.15,0,Sharon,Ryan,419-22-4472,kpark@example.net,1.0,2022-11-03,65154,True,1.0,Sales,5429.5,0.7756054885348558,0.2243945114651441,0.0,1.0,0,0.20539209143533427
50,50,2026-02-28,2796.17,578.78,2217.39,0,Teresa,Barry,535-37-8257,adam75@example.org,5.0,2022-02-19,33554,True,5.0,Operations,2796.1666666666665,0.7930097240153495,0.20699027598465042,0.0,1.0000011921082435,0,0.1120892424542646
51,51,2026-02-28,5405.08,1222.88,4682.21,0,Luke,Barnes,203-09-3977,bradleysamantha@example.com,3.0,2025-03-20,64861,True,3.0,HR,5405.083333333333,0.8662609989121345,0.2262464200344861,0.0,0.9999993832965881,0,0.10573613047292824
52,52,2026-02-28,5154.01,1209.36,3944.65,15,Francis,Oconnor,708-09-3575,ann97@example.org,5.0,2024-10-28,54223,True,5.0,Operations,4518.583333333333,0.7653555192946851,0.23464448070531485,0.09375,1.1406251959500582,0,0.07321414703227358
53,53,2026-02-28,4153.83,788.1,3365.73,0,Arthur,Ramos,582-13-2935,kristopher31@example.net,3.0,2026-02-21,49846,True,3.0,HR,4153.833333333333,0.810271484389106,0.18972851561089404,0.0,0.9999991975283875,0,0.18556076638342578
54,54,2026-02-28,5764.58,1324.3,4440.29,0,Jennifer,Ford,084-45-0049,dhernandez@example.org,5.0,2025-12-19,69175,True,5.0,Operations,5764.583333333333,0.7702712079631127,0.22973052676864575,0.0,0.9999994217564149,0,0.17910534079483853
55,55,2026-02-28,6583.45,1463.01,5120.44,5,Jason,Vazquez,820-70-7650,ipham@example.net,2.0,2021-10-21,75464,True,2.0,Engineering,6288.666666666667,0.7777745710835504,0.22222542891644959,0.03125,1.0468753312837908,0,0.09818484505174374
56,56,2026-02-28,6164.08,1368.45,4795.63,0,Stephen,Bishop,052-41-3925,ifloyd@example.com,1.0,2022-11-02,73969,True,1.0,Sales,6164.083333333333,0.7779960675396815,0.2220039324603185,0.0,0.9999994592329219,0,0.17884024893035466
57,57,2026-02-28,3950.92,845.95,3104.97,0,Grace,Ruiz,015-20-1631,tracey11@example.net,1.0,2024-01-07,47411,True,1.0,Sales,3950.9166666666665,0.7858853127879075,0.21411468721209237,0.0,1.0000008436860646,0,0.19656860952904937
58,58,2026-02-28,4613.42,1012.16,3601.26,0,Ashley,Jensen,254-12-5552,jennifer62@example.com,2.0,2022-04-26,55361,True,2.0,Engineering,4613.416666666667,0.7806052776465182,0.21939472235348179,0.0,1.0000007225303011,0,0.20309688784148594
59,59,2026-02-28,5921.56,995.77,4925.79,10,Samantha,Cook,174-86-5120,edwardevans@example.net,3.0,2024-08-10,64968,True,3.0,HR,5414.0,0.8318399205614736,0.16816007943852632,0.0625,1.0937495382342077,0,0.0947525490505976
60,60,2026-02-28,6219.42,1497.92,4721.5,0,Cindy,Rodriguez,059-94-0363,kristinhall@example.net,1.0,2024-02-09,74633,True,1.0,Sales,6219.416666666667,0.7591543906023391,0.2408456093976609,0.0,1.0000005359559443,0,0.1325402737918368
61,61,2026-02-28,4401.0,916.9,3484.1,0,Patrick,Kent,756-62-9588,jenniferbaxter@example.org,2.0,2021-08-20,52812,True,2.0,Engineering,4401.0,0.7916609861395137,0.20833901386048626,0.0,1.0,0,0.20528904529046704
62,62,2026-02-28,5438.4,1134.58,4303.83,15,Rebecca,Alexander,609-20-2172,matthew11@example.net,1.0,2024-12-07,57215,True,1.0,Sales,4767.916666666667,0.7913779788172992,0.20862385995881141,0.09375,1.1406239622476622,0,0.08143764469604398
63,63,2026-02-28,3617.0,725.53,2891.47,0,Nathan,Davis,001-88-0614,mary33@example.net,4.0,2023-12-27,43404,True,4.0,Finance,3617.0,0.7994111141830246,0.2005888858169754,0.0,1.0,0,0.1808763915970787
64,64,2026-02-28,3504.67,739.99,2764.67,0,Sara,Thompson,411-84-0797,armstronglisa@example.org,3.0,2025-05-30,42056,True,3.0,HR,3504.6666666666665,0.788853158785278,0.21114398787902997,0.0,1.000000951112802,0,0.1765316879481339
65,65,2026-02-28,6015.58,913.23,5102.35,0,Nancy,Knight,756-50-5894,mitchellanthony@example.org,4.0,2021-09-11,72187,True,4.0,Finance,6015.583333333333,0.8481892020387062,0.15181079796129385,0.0,0.9999994458836079,0,0.12789596647874685
66,66,2026-02-28,6695.25,1588.2,5107.05,0,Lindsay,Walker,142-64-2987,ilynn@example.net,3.0,2022-11-04,80343,True,3.0,HR,6695.25,0.7627870505208917,0.23721294947910834,0.0,1.0,0,0.1368136799173364
67,67,2026-02-28,4909.92,1194.15,3715.77,0,Matthew,Bailey,377-27-7518,davisjessica@example.org,2.0,2026-01-02,58919,True,2.0,Engineering,4909.916666666667,0.7567882979763417,0.24321170202365824,0.0,1.0000006788981484,0,0.1614360361748497
68,68,2026-02-28,6254.33,1291.6,4962.73,0,Patrick,Brown,384-90-4150,hendersongregg@example.net,3.0,2025-05-13,75052,True,3.0,HR,6254.333333333333,0.79348707215641,0.20651292784358996,0.0,0.9999994670361882,0,0.17516849337934814
69,69,2026-02-28,5452.0,1197.61,4254.39,0,Antonio,Barnes,806-43-5247,william66@example.org,3.0,2022-08-07,65424,True,3.0,HR,5452.0,0.7803356566397652,0.21966434336023477,0.0,1.0,0,0.21363692398379008
70,70,2026-02-28,4193.58,1015.9,3177.69,0,Marissa,James,325-08-1324,glennashley@example.com,2.0,2025-09-08,50323,True,2.0,Engineering,4193.583333333333,0.7577511338760677,0.2422512507213407,0.0,0.9999992051348291,0,0.15719688294400325
71,71,2026-02-28,5451.67,1203.31,4248.35,0,Alexandra,Miles,303-09-6893,varmstrong@example.org,3.0,2021-05-26,65420,True,3.0,HR,5451.666666666667,0.7792749744573682,0.22072319124231657,0.0,1.0000006114338122,0,0.2090373411014123
72,72,2026-02-28,7246.99,1526.73,5720.26,5,Sean,Mitchell,147-79-9864,tracymills@example.org,1.0,2021-09-02,83070,True,1.0,Sales,6922.5,0.7893290869726605,0.21067091302733965,0.03125,1.0468746840014445,0,0.058913249017154334
73,73,2026-02-28,4955.17,953.44,4001.73,0,Joseph,Wood,270-69-8647,kellygomez@example.com,5.0,2024-11-19,59462,True,5.0,Operations,4955.166666666667,0.8075868234591346,0.1924131765408654,0.0,1.0000006726985302,0,0.20150257012410455
74,74,2026-02-28,8259.95,2052.47,6207.49,20,Justin,Gentry,001-31-4523,ryan50@example.org,2.0,2024-06-20,83469,True,2.0,Engineering,6955.75,0.7515166556698284,0.24848455499125294,0.125,1.1874995507314094,1,-0.07334950546419505
75,75,2026-02-28,2617.19,633.58,1983.61,5,Rebecca,Craig,676-18-8322,stacylewis@example.net,5.0,2022-10-27,30000,True,5.0,Operations,2500.0,0.7579159327370194,0.24208406726298054,0.03125,1.046876,1,-0.014224869523167927
76,76,2026-02-28,6027.33,1428.42,4598.92,0,Samantha,Baker,608-13-4121,jeremyrowe@example.net,2.0,2023-06-07,72328,True,2.0,Engineering,6027.333333333333,0.7630111508744336,0.23699050823498963,0.0,0.9999994469638315,0,0.16097365249546852
77,77,2026-02-28,5587.7,868.75,4718.94,10,Theodore,Thompson,533-52-8716,randy45@example.com,2.0,2021-05-30,61305,True,2.0,Engineering,5108.75,0.8445227911305188,0.1554754192243678,0.0625,1.0937509175434303,0,0.058012196130403315
78,78,2026-02-28,4626.17,848.99,3777.17,0,Christopher,Vincent,400-28-9076,rrush@example.net,4.0,2025-11-25,55514,True,4.0,Finance,4626.166666666667,0.8164788583212463,0.1835189800634218,0.0,1.0000007205389632,0,0.20341557794135467
79,79,2026-02-28,5114.67,1177.83,3936.83,0,Frank,Wilson,752-82-8286,grahamkyle@example.org,4.0,2021-12-23,61376,True,4.0,Finance,5114.666666666667,0.7697133930439305,0.230284651795717,0.0,1.0000006517205422,0,0.19475386199383293
80,80,2026-02-28,2515.5,461.22,2054.28,0,Dawn,Williams,705-88-0885,curtis92@example.net,3.0,2025-04-26,30186,True,3.0,HR,2515.5,0.8166487775790102,0.18335122242098986,0.0,1.0,0,0.08351570299535638
81,81,2026-02-28,4725.33,896.95,3828.39,0,Lindsay,Carpenter,033-94-2944,ymitchell@example.org,5.0,2022-10-16,56704,True,5.0,Operations,4725.333333333333,0.8101846855140276,0.18981743074028692,0.0,0.9999992945823928,0,0.20299482923480644
82,82,2026-02-28,5446.33,1109.63,4336.7,0,William,Watson,274-83-9873,jessicaduncan@example.org,2.0,2023-12-10,65356,True,2.0,Engineering,5446.333333333333,0.7962609683952313,0.20373903160476875,0.0,0.9999993879674399,0,0.20368440598402254
83,83,2026-02-28,7489.27,1675.73,5813.55,10,Joseph,Pennington,510-94-1353,kevin21@example.org,3.0,2022-05-01,82168,True,3.0,HR,6847.333333333333,0.7762505557951576,0.22375077944846425,0.0625,1.093749878298121,0,0.038262436832086966
84,84,2026-02-28,4556.09,889.55,3666.54,5,Anna,Frey,341-23-4382,egarcia@example.net,1.0,2022-10-09,52225,True,1.0,Sales,4352.083333333333,0.8047558323035761,0.1952441676964239,0.03125,1.0468756342747727,0,0.11869528365097237
85,85,2026-02-28,3989.33,654.59,3334.74,0,Heather,Marks,580-38-7076,alison81@example.com,2.0,2025-03-19,47872,True,2.0,Engineering,3989.3333333333335,0.835914802736299,0.16408519726370094,0.0,0.9999991644385026,0,0.1642094380416229
86,86,2026-02-28,4577.72,878.43,3699.29,5,Amber,Snyder,221-35-5875,crystalgonzalez@example.com,1.0,2021-08-14,52473,True,1.0,Sales,4372.75,0.8081075295125083,0.19189247048749156,0.03125,1.0468743925447372,0,0.11489686130838711
87,87,2026-02-28,7008.29,1060.42,5947.87,15,David,Williamson,744-28-5007,jwilliams@example.org,3.0,2022-07-27,73731,True,3.0,HR,6144.25,0.8486906221061058,0.15130937789389423,0.09375,1.1406257883386905,1,-0.004887163927502214
88,88,2026-02-28,5664.55,1394.09,4270.47,5,Grace,Meyer,543-83-4118,hcook@example.org,4.0,2022-11-19,64931,True,4.0,Finance,5410.916666666667,0.7538939545065363,0.24610781085876193,0.03125,1.0468743743358333,0,0.08262315994788405
89,89,2026-02-28,4337.75,715.15,3622.6,0,Heather,Brown,428-86-9524,jeffreypowell@example.net,3.0,2023-01-30,52053,True,3.0,HR,4337.75,0.8351334217048009,0.16486657829519913,0.0,1.0,0,0.18067136963895342
90,90,2026-02-28,5641.58,1080.15,4561.43,0,Misty,White,890-11-0043,amy83@example.org,1.0,2023-08-17,67699,True,1.0,Sales,5641.583333333333,0.8085376791608025,0.19146232083919754,0.0,0.9999994091493227,0,0.19420873286307327
91,91,2026-02-28,5121.33,811.91,4309.42,0,Julie,Bell,375-29-2017,lisa97@example.net,2.0,2021-10-02,61456,True,2.0,Engineering,5121.333333333333,0.8414650100657447,0.15853498993425535,0.0,0.9999993491278314,0,0.16625660187764046
92,92,2026-02-28,6210.75,1550.75,4660.0,0,Jeffrey,Lynch,580-29-6621,rachelgomez@example.net,5.0,2025-08-31,74529,True,5.0,Operations,6210.75,0.750311959103168,0.2496880408968321,0.0,1.0,0,0.11798951148674724
93,93,2026-02-28,4122.42,825.39,3297.03,0,Christina,Johnson,804-08-9915,bzavala@example.org,3.0,2022-10-18,49469,True,3.0,HR,4122.416666666667,0.7997802261778276,0.2002197738221724,0.0,1.0000008085871959,0,0.1897535068486011
94,94,2026-02-28,4805.59,1081.24,3724.35,5,Daniel,Brown,062-19-3327,daniel28@example.org,2.0,2024-08-22,55085,True,2.0,Engineering,4590.416666666667,0.775003693615144,0.22499630638485596,0.03125,1.0468744667332304,0,0.1290413673096515
95,95,2026-02-28,4932.63,833.95,4098.68,10,Charles,Morton,704-77-9376,matthewruiz@example.com,4.0,2025-04-19,54118,True,4.0,Finance,4509.833333333333,0.8309319774643548,0.1690680225356453,0.0625,1.0937499538046491,0,0.0915996459203775
96,96,2026-02-28,3170.58,625.26,2545.32,0,Steve,Schmidt,420-91-7138,lori75@example.com,4.0,2023-12-21,38047,True,4.0,Finance,3170.5833333333335,0.8027931797967565,0.19720682020324357,0.0,0.9999989486687517,0,0.14941014744069098
97,97,2026-02-28,5621.81,1279.26,4342.55,5,Diane,Brown,227-51-5047,michael73@example.com,4.0,2022-11-16,64441,True,4.0,Finance,5370.083333333333,0.7724469521381904,0.2275530478618096,0.03125,1.046875746807157,0,0.12740162048317466
98,98,2026-02-28,5825.59,1107.31,4718.28,10,Ryan,Mcguire,445-21-8142,dwilkinson@example.net,2.0,2025-07-31,63915,True,2.0,Engineering,5326.25,0.8099231150836224,0.19007688491637756,0.0625,1.093750762731753,0,0.107984078104635
99,99,2026-02-28,5006.33,1031.12,3975.21,0,Nicholas,Santiago,302-10-1050,pburke@example.org,3.0,2023-07-14,60076,True,3.0,HR,5006.333333333333,0.7940367494751644,0.20596325052483555,0.0,0.9999993341767095,0,0.202325649464416
100,100,2026-02-28,4927.38,1163.74,3763.64,5,Michael,Jones,542-18-1548,jconner@example.com,2.0,2024-04-22,56481,True,2.0,Engineering,4706.75,0.7638217470542153,0.23617825294578457,0.03125,1.0468752323790302,0,0.1260963413818872
101,101,2026-02-28,3230.75,790.28,2440.47,0,Emily,Allen,572-57-1638,portercourtney@example.org,2.0,2023-02-05,38769,True,2.0,Engineering,3230.75,0.7553880677861177,0.24461193221388222,0.0,1.0,0,0.11766217872554702
102,102,2026-02-28,4474.17,838.15,3636.02,0,Sarah,Clayton,271-22-3015,jenna13@example.org,5.0,2021-06-11,53690,True,5.0,Operations,4474.166666666667,0.8126691654541512,0.18733083454584873,0.0,1.0000007450176942,0,0.19781805603239994
103,103,2026-02-28,4571.58,809.51,3762.07,0,Eddie,Hutchinson,028-46-1603,katherineburch@example.net,5.0,2023-12-07,54859,True,5.0,Operations,4571.583333333333,0.8229255530910539,0.17707444690894614,0.0,0.9999992708580179,0,0.1881435496204048
104,104,2026-02-28,3997.08,856.97,3140.11,0,Marc,Wallace,297-72-9460,dgeorge@example.com,3.0,2023-04-23,47965,True,3.0,HR,3997.0833333333335,0.785600988721767,0.21439901127823313,0.0,0.9999991660585843,0,0.1972757064438927
105,105,2026-02-28,5023.26,831.93,4191.33,5,Susan,Leon,260-53-2244,peterroberts@example.net,5.0,2023-01-09,57580,True,5.0,Operations,4798.333333333333,0.8343844435685192,0.16561555643148074,0.03125,1.0468759986106289,0,0.08503897437730668
106,106,2026-02-28,5505.0,1219.89,4285.11,0,George,Long,515-08-4647,hfuller@example.com,4.0,2021-07-16,66060,True,4.0,Finance,5505.0,0.7784032697547684,0.22159673024523163,0.0,1.0,0,0.20796504150068906
107,107,2026-02-28,7357.67,1588.46,5769.2,0,Nicole,Mullins,646-42-6498,lvasquez@example.org,5.0,2021-12-26,88292,True,5.0,Operations,7357.666666666667,0.7841069251542947,0.2158917157197863,0.0,1.0000004530421782,0,0.11750904761642483
108,108,2026-02-28,5218.17,796.86,4421.3,0,Kent,Ellis,162-54-1118,theresahaas@example.org,4.0,2023-02-24,62618,True,4.0,Finance,5218.166666666667,0.8472893753940558,0.15270870822529736,0.0,1.000000638793957,0,0.150104430355805
109,109,2026-02-28,5321.92,916.42,4405.5,0,Diana,Drake,021-41-8619,houstoncaitlyn@example.com,3.0,2021-10-14,63863,True,3.0,HR,5321.916666666667,0.8278027478804642,0.1721972521195358,0.0,1.0000006263407606,0,0.19150315537105395
